AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,FHRSID,Lat,Lon,LABusinessID,LACode,LAEmail,LAName,LAWebsite,NewRatingPending,PostCode,RatingDate,Rating,ConfidenceInManagement,Hygiene,Structural,ExtractDate
Treloyhan Manor,Trelyon Avenue,St Ives,Cornwall,Treloyhan Manor Hotel,Hotel/bed & breakfast/guest house,7842,463421,50.204084,-5.472193,W1_10_10709_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 2AL,7/25/2016,5,0,0,5,11/2/2016
Vivacare Ltd,Tremanse House,Beacon Hill,Bodmin,Tremanse Care Home,Hospitals/Childcare/Caring Premises,5,516155,50.470542,-4.723873,E1_11691,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL31 1JA,7/1/2015,3,10,10,10,11/2/2016
Polkirt,Mevagissey,St. Austell,Cornwall,Tremarne Hotel,Hotel/bed & breakfast/guest house,7842,409757,50.265564,-4.786321,C2_231045,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 6UY,4/16/2015,5,5,5,5,11/2/2016
Tremayne,Parade Hill,Mousehole,Penzance,Tremayne Bed & Breakfast,Hotel/bed & breakfast/guest house,7842,439098,50.084387,-5.538192,W1_10_10217_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 6PN,8/10/2016,5,5,5,5,11/2/2016
Tremayne Hall,Lemon Hill,Mylor Bridge,Falmouth,Tremayne Hall Lunch Club,Other catering premises,7841,402029,50.185213,-5.076441,C1_PI_000033612,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5NA,7/12/2016,5,5,5,5,11/2/2016
The Tremenheere,Market Place,Penzance,Cornwall,Tremenheere,Pub/bar/nightclub,7843,457630,50.128146,-5.545298,W1_10_11638_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 3HX,4/21/2016,5,0,0,5,11/2/2016
Tremenheere Sculpture Gardens,Tolver,Long Rock,Penzance,Tremenheere Kitchen,Restaurant/Cafe/Canteen,1,783807,50.137461,-5.512351,CP15_000795,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 8YL,7/27/2015,4,10,5,5,11/2/2016
The Combine,Stithians,Truro,Cornwall,Tremenheere Stores,Retailers - other,4613,900478,50.192236,-5.165831,CP16_000306,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR3 7DP,7/20/2016,5,5,0,0,11/2/2016
Meadowside,Redruth,Cornwall,,Tremethick House,Hospitals/Childcare/Caring Premises,5,554839,50.231603,-5.242699,W2_00006910,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3AL,6/13/2016,3,10,10,10,11/2/2016
Tremont,Alexandra Road,Penzance,Cornwall,Tremont Guest House,Hotel/bed & breakfast/guest house,7842,557638,50.115705,-5.545259,W1_10_10773_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 4LZ,6/11/2013,5,5,5,5,11/2/2016
26 Greenwood Road,Penryn,Cornwall,,Tremough Stores,Retailers - other,4613,704339,50.171339,-5.118297,CP14_000923,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR10 8RF,8/3/2016,4,10,5,5,11/2/2016
Trenance Road,Newquay,Cornwall,,Trenance Learning Academy,School/college/university,7845,627947,50.411541,-5.07863,CP13_000877,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 2LU,9/14/2015,5,5,5,0,11/2/2016
Trencreek Farm,St Gennys,Bude,Cornwall,Trencreek,Restaurant/Cafe/Canteen,1,590264,50.740384,-4.571608,E1_29354,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 0AY,3/30/2015,5,5,5,5,11/2/2016
Trencreek Holiday Park Cafe,Trencreek Holiday Park,Trencreek Road,Trencreek,Trencreek Cafe,Takeaway/sandwich shop,7844,905972,50.406932,-5.056555,CP16_000628,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4NS,7/26/2016,1,20,15,15,11/2/2016
20 Treweath Road,Penzance,Cornwall,,Treneere Stores,Retailers - other,4613,631282,50.128342,-5.542121,CP14_000046,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 3PZ,1/11/2016,4,10,5,5,11/2/2016
,,,,Treneyn Fresh Produce - Home Caterer,Other catering premises,7841,536176,,,CP13_000385,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,4/9/2013,3,10,5,10,11/2/2016
Nancenoy,Constantine,Falmouth,Cornwall,Trengilly Wartha Inn,Pub/bar/nightclub,7843,457636,50.110428,-5.174348,W2_00003883,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 5RP,10/6/2015,1,20,15,15,11/2/2016
Cornwall Care Ltd,Trengrouse Home,Trengrouse Way,Helston,Trengrouse House,Hospitals/Childcare/Caring Premises,5,402697,50.101402,-5.268983,W2_00000891,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 8BA,5/23/2016,5,5,5,5,11/2/2016
Trengwainton House,Trengwainton,Madron,Penzance,Trengwainton Tea Rooms,Restaurant/Cafe/Canteen,1,402655,50.128764,-5.576161,W1_10_11506_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 8SA,3/15/2016,5,0,0,0,11/2/2016
Trennick Mill Restaurant,Malpas Road,Truro,Cornwall,Trennick Mill,Restaurant/Cafe/Canteen,1,589014,50.252887,-5.038233,CP13_001188,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1SG,10/1/2015,5,5,5,5,11/2/2016
Widegates,Looe,Cornwall,,Trenode C Of E School,School/college/university,7845,631304,50.40454,-4.416563,E2_04_00721_FOOD,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1QA,1/24/2014,5,0,0,0,11/2/2016
Tywardreath,Par,Cornwall,,Trenython Manor,Hotel/bed & breakfast/guest house,7842,486885,50.358691,-4.67265,C2_243738,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL24 2TS,11/26/2014,5,5,0,5,11/2/2016
Cafe At,Trereife House,Penzance,Cornwall,Trereife House And Gardens,Restaurant/Cafe/Canteen,1,783802,50.112522,-5.565436,CP15_000743,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 8TJ,7/2/2015,3,10,10,10,11/2/2016
Trerice Barn Tea Room,Trerice Manor,Trerice,Newquay,Trerice Manor,Restaurant/Cafe/Canteen,1,559500,50.38639,-5.038237,CP11_000287,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4PG,12/13/2014,5,5,5,5,11/2/2016
Trescobeas Stores,2 Trevaylor Road,Falmouth,Cornwall,Trescobeas Store,Retailers - other,4613,759026,50.156644,-5.086843,C1_PI_000013338,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 2JY,4/15/2015,4,10,5,5,11/2/2016
Tresillian House,3 Stracey Road,Falmouth,Cornwall,Tresillian House Hotel,Hospitals/Childcare/Caring Premises,5,548669,50.146663,-5.069051,CP11_000424,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 4DW,4/9/2013,5,5,5,5,11/2/2016
Tresillian Training Kitchen,Truro College,College Road,Gloweth,Tresillian Kitchen,Restaurant/Cafe/Canteen,1,705790,50.26281,-5.100794,CP12_000377,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3XX,9/25/2014,5,5,5,0,11/2/2016
Tresmeer,Launceston,Cornwall,,Tresmeer Village Shop,Retailers - other,4613,694011,50.660004,-4.500352,CP11_000657,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 8QT,2/8/2016,5,5,5,5,11/2/2016
5 Treswithian,Camborne,Cornwall,,Treswithian Stores,Retailers - other,4613,408146,50.216338,-5.315578,W2_00004192,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 7NW,9/28/2016,5,5,5,5,11/2/2016
Tretheene,Treen,St Levan,Penzance,Tretheene Bed And Breakfast,Hotel/bed & breakfast/guest house,7842,772840,50.050355,-5.641819,CP15_000545,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 6LG,6/22/2015,5,5,5,0,11/2/2016
Kennards House,Launceston,Cornwall,,Trethorne Golf Club,Restaurant/Cafe/Canteen,1,508141,50.62413788,-4.425757885,E1_51286,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 8QE,9/13/2016,5,5,5,5,11/2/2016
Kennards House,Launceston,Cornwall,,Trethorne Leisure Farm,Restaurant/Cafe/Canteen,1,402421,50.62413788,-4.425757885,E1_51599,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL15 8QE,10/22/2015,4,10,5,5,11/2/2016
Trevallicks Farm Shop \& Tea Room,Caradon Farm,Pensilva,Liskeard,Trevallicks Farm Shop And Tea Room,Restaurant/Cafe/Canteen,1,681138,50.503426,-4.42608,CP14_000692,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL14 5PJ,12/9/2015,3,5,10,10,11/2/2016
School Hill,Mevagissey,St Austell,Cornwall,Trevalsa Court Hotel,Pub/bar/nightclub,7843,534476,50.274809,-4.786439,C2_212922,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 6TH,9/15/2015,4,5,5,10,11/2/2016
Trevanion House,Trevanion Road,Wadebridge,Cornwall,Trevanion House Holidays,Hospitals/Childcare/Caring Premises,5,621382,50.51218,-4.837895,E1_2991,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7PA,6/12/2015,5,5,5,5,11/2/2016
Trevarna Residential Home,4 Carlyon Road,St Austell,Cornwall,Trevarna Resource Centre For The Elderly,Hospitals/Childcare/Caring Premises,5,455171,50.339311,-4.783566,C2_220862,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL25 4LD,3/3/2015,5,5,5,5,11/2/2016
Trevarrian,Newquay,Cornwall,,Trevarrian Holiday Park,Restaurant/Cafe/Canteen,1,455189,50.45711136,-5.028729916,C2_253579,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4AQ,7/25/2016,5,5,5,5,11/2/2016
Trevaskis Farm Restaurant,Gwinear Road,Connor Downs,Hayle,Trevaskis Farm,Restaurant/Cafe/Canteen,1,439119,50.19985,-5.351855,W1_10_10837_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 5JQ,6/19/2015,5,5,5,5,11/2/2016
Trevaskis Farm Shop,Gwinear Road,Connor Downs,Hayle,Trevaskis Market,Retailers - other,4613,438972,50.19985,-5.351855,CP12_000833,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR27 5JQ,12/23/2015,5,5,5,0,11/2/2016
Trevathan Farm And Restaurant,St Endellion,Port Isaac,Cornwall,Trevathan Farm & Restaurant,Restaurant/Cafe/Canteen,1,530393,50.565939,-4.829955,E1_32918,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL29 3TT,3/5/2015,5,5,5,5,11/2/2016
Trevaylor Caravan Park,Truthwall Lane,Truthwall,St Just,Trevaylor Caravan And Camping Park,Restaurant/Cafe/Canteen,1,534494,50.133761,-5.682392,CP12_001343,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7PU,8/10/2016,5,5,5,5,11/2/2016
Trevaylor Nursing Home,Gulval,Penzance,Cornwall,Trevaylor Manor Nursing Home,Hospitals/Childcare/Caring Premises,5,578048,50.138546,-5.543226,W1_10_10555_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 8UR,7/13/2016,5,0,0,0,11/2/2016
Trevedra Farm,Sennen,Penzance,Cornwall,Trevedra Farm Caravan & Camp Site,Restaurant/Cafe/Canteen,1,534523,50.092981,-5.680898,W1_10_11228_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7BE,8/18/2016,5,5,5,5,11/2/2016
Trevella Caravan Park,Crantock,Cornwall,,Trevella Cafe,Restaurant/Cafe/Canteen,1,623841,50.398231,-5.096751,CP13_000956,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 5EW,7/8/2015,5,5,5,5,11/2/2016
,,,,Trevelyan Farm Shop,Other catering premises,7841,802168,,,W1_10_10825_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/9/2015,4,10,5,5,11/2/2016
,,,,Trevenna Farmhouse - Home Caterer,Other catering premises,7841,402558,,,E2_08_00007_MIXED,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,2/10/2015,5,5,5,5,11/2/2016
Trevenson Restaurant  Cornwall Coll,Trevenson Road,Pool,Cornwall,Trevenson Restaurant,Restaurant/Cafe/Canteen,1,673130,50.226849,-5.27585,W2_00008427,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3RD,11/6/2015,5,0,0,5,11/2/2016
33 Basset Road,Camborne,Cornwall,,Treveor,Hospitals/Childcare/Caring Premises,5,732233,50.211202,-5.300375,CP15_000059,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8SH,8/17/2015,5,,,,11/2/2016
Treverbyn Road,Stenalees,St Austell,Cornwall,Treverbyn Academy,School/college/university,7845,627928,50.38002,-4.789692,C2_236123,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8TL,12/3/2015,5,5,5,5,11/2/2016
Treverbyn Church Hall,Treverbyn Road,Stenalees,Cornwall,Treverbyn Community Hall,Other catering premises,7841,754429,50.38002,-4.789692,CP14_000996,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8TL,3/30/2015,4,5,5,10,11/2/2016
Treverbyn Childrens Centre,Treverbyn Academy,Treverbyn Road,Stenalees,Treverbyn Trailblazers Early Years,Hospitals/Childcare/Caring Premises,5,571182,50.38002,-4.789692,C2_245578,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL26 8TL,2/4/2016,5,5,5,5,11/2/2016
Cornwall County Care Ltd,Trevern,72 Melvill Road,Falmouth,Trevern Nursing Care Home,Hospitals/Childcare/Caring Premises,5,438808,50.148145,-5.069468,C1_PI_000009300,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 4DD,8/12/2016,5,0,0,0,11/2/2016
Trevibban Mill,St Issey,Wadebridge,Cornwall,Trevibban Mill Ltd,Restaurant/Cafe/Canteen,1,769760,50.492335,-4.939684,CP15_000268,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7SE,6/8/2015,5,5,5,5,11/2/2016
Bradley Road,Newquay,Cornwall,,Treviglas Community College,School/college/university,7845,900660,50.419801,-5.048838,CP16_000557,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR7 3JA,9/16/2016,5,5,0,0,11/2/2016
Trevigue Farm,Coast Road,Crackington Haven,Bude,Trevigue Restaurant,Restaurant/Cafe/Canteen,1,439021,50.730874,-4.640912,E1_51468,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,EX23 0LQ,8/2/2015,5,5,5,5,11/2/2016
Trevilley Farm Shop,Lane,Newquay,Cornwall,Trevilley Farm,Retailers - other,4613,502438,50.399616,-5.055648,C2_223214,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR8 4PX,10/30/2015,4,10,5,5,11/2/2016
Blights Fish And Chips,5 Trevingey Road,Redruth,Cornwall,Trevingey Fish And Chips,Takeaway/sandwich shop,7844,415159,50.228619,-5.234559,W2_00017875,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3DG,7/1/2015,5,5,5,5,11/2/2016
Trevisker Community Primary School,Warwick Crescent,St Eval,Wadebridge,Trevisker C P School,School/college/university,7845,528411,50.478886,-4.980407,E1_8504,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 7UD,4/27/2016,4,5,10,5,11/2/2016
Mount Pleasant Road,Camborne,Cornwall,,Trevithick Learning Academy,School/college/university,7845,449438,50.208519,-5.297625,W2_00005112,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 7RH,9/11/2014,5,0,0,5,11/2/2016
66 Union Street,Camborne,Cornwall,,Trevithicks Cafe,Restaurant/Cafe/Canteen,1,445739,50.213638,-5.296983,CP12_000577,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 8HF,9/18/2015,5,5,5,5,11/2/2016
Trevone Road,Trevone,Padstow,Cornwall,Trevone Beach Complex,Restaurant/Cafe/Canteen,1,449422,50.544685,-4.977992,E1_50549,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL28 8QY,7/18/2016,3,10,10,5,11/2/2016
22 The Warren,St Ives,Cornwall,,Trevose Harbour House,Hotel/bed & breakfast/guest house,7842,578012,50.211282,-5.478183,CP13_000641,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 2EA,3/12/2015,5,0,0,0,11/2/2016
Trewan,St Columb,Cornwall,,Trewan Hall,Retailers - other,4613,691874,50.444788,-4.94282,C2_243984,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR9 6DB,7/20/2016,5,5,5,5,11/2/2016
Cornwall Care Ltd,Trewartha House,Trewartha Estate,Carbis Bay,Trewartha House,Hospitals/Childcare/Caring Premises,5,528413,50.192187,-5.463285,W1_10_10169_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR26 2TQ,12/10/2014,5,0,0,5,11/2/2016
Trewellard Road,Trewellard,Pendeen,Penzance,Trewellard Arms Hotel,Pub/bar/nightclub,7843,409789,50.14592,-5.672911,W1_10_11197_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7TA,5/27/2015,5,5,5,5,11/2/2016
Trewellard,Pendeen,Penzance,Cornwall,Trewellard Meadery,Restaurant/Cafe/Canteen,1,409787,50.14625549,-5.676856518,W1_10_10821_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR19 7SU,6/26/2015,5,5,0,0,11/2/2016
Trewidden House,Trewidden,Penzance,Cornwall,Trewidden Gardens Tea Room,Restaurant/Cafe/Canteen,1,853278,50.111296,-5.576299,CP16_000032,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR20 8TT,2/25/2016,5,5,5,0,11/2/2016
Trewince Manor,Portscatho,Truro,Cornwall,Trewince Cafe,Restaurant/Cafe/Canteen,1,607943,50.168328,-4.990356,CP13_000233,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 5ET,5/8/2015,4,5,5,10,11/2/2016
Falmouth Road,Redruth,Cornwall,,Trewirgie Breakfast Club,School/college/university,7845,554844,50.230129,-5.227832,W2_10_00072_CP,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2QN,12/4/2014,5,5,5,5,11/2/2016
Falmouth Road,Redruth,Cornwall,,Trewirgie Junior School,School/college/university,7845,554837,50.230129,-5.227832,W2_00006634,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 2QN,12/4/2014,5,5,0,5,11/2/2016
Blakeshields Ltd,Trewiston Lodge Nursing Home,Trewint Lane,Rock,Trewiston Lodge Nursing Home,Hospitals/Childcare/Caring Premises,5,467887,50.556437,-4.909234,E1_4539,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6PU,10/11/2016,4,5,5,10,11/2/2016
3 Fore Street,Lostwithiel,Cornwall,,Trewithen Restaurant,Restaurant/Cafe/Canteen,1,402119,50.406832,-4.669152,C2_232607,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL22 0BP,2/4/2015,5,5,5,5,11/2/2016
Trewithen Gardens,Grampound Road,Truro,Cornwall,Trewithen Teashop,Restaurant/Cafe/Canteen,1,528350,50.292364,-4.929172,C1_PI_000039347,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 4DD,3/4/2015,5,5,5,5,11/2/2016
St Minver,Wadebridge,Cornwall,,Trewornan Manor,Hotel/bed & breakfast/guest house,7842,750953,50.534851,-4.844337,CP14_001040,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6EX,4/16/2015,5,5,5,0,11/2/2016
Treyew Cp School,Albany Road,Truro,Cornwall,Treyew School,School/college/university,7845,571161,50.263228,-5.073217,C1_PI_000014372,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 3PQ,1/23/2015,5,5,5,5,11/2/2016
23 Egloshayle Road,Wadebridge,Cornwall,,Trezela House Residential Home,Hospitals/Childcare/Caring Premises,5,557628,50.516663,-4.832197,E1_6084,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL27 6AD,11/25/2014,5,5,5,5,11/2/2016
Tricky Dickies Wine Bar,Tolgus,Redruth,Cornwall,Tricky's,Pub/bar/nightclub,7843,540266,50.239956,-5.248036,CP13_000304,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR15 3TA,10/14/2014,5,5,5,5,11/2/2016
Monkey Puzzle Chapel,Chapel Hill,Porkellis,Helston,Trinity Methodist Church,Other catering premises,7841,528427,50.15555,-5.233066,W2_00011292,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR13 0HW,12/9/2015,5,5,5,5,11/2/2016
Post Office Stores,Trispen,Truro,Cornwall,Trispen Post Office & Stores,Retailers - other,4613,576236,50.313718,-5.032292,C1_PI_000045500,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR4 9AZ,1/12/2015,5,5,0,0,11/2/2016
,,,,Tristan Hunt And Phansa Takun - Home Caterer,Other catering premises,7841,606225,,,CP13_001221,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,6/2/2015,5,5,5,5,11/2/2016
Troon Community Primary School,New Road,Troon,Camborne,Troon C P School,School/college/university,7845,449439,50.194359,-5.275726,W2_00005157,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 9ED,10/7/2014,5,0,0,5,11/2/2016
Treslothan Road,Troon,Camborne,Cornwall,Troon Church Hall,Other catering premises,7841,534530,50.194123,-5.280895,W2_00015954,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 9EJ,12/1/2015,5,5,5,5,11/2/2016
4 New Road,Troon,Camborne,Cornwall,Troon Fish Bar,Takeaway/sandwich shop,7844,439171,50.195377,-5.276623,W2_07_00095_CP,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR14 9EP,6/11/2015,5,5,5,5,11/2/2016
1 Church Terrace,Fore Street,Probus,Truro,Trudgian Farm Shop,Retailers - other,4613,455163,50.292444,-4.951574,C1_PI_000039084,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR2 4JN,3/24/2016,2,10,10,15,11/2/2016
,,,,Truffles - Home Caterer,Other catering premises,7841,626138,,,CP11_000136,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,7/2/2015,5,5,5,5,11/2/2016
31 North Parade,Falmouth,Cornwall,,Truly Crumptious,Retailers - other,4613,778309,50.162954,-5.082614,CP14_000547,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR11 2TE,7/9/2015,5,5,5,5,11/2/2016
Higher Market Street,East Looe,Looe,Cornwall,Truly Scrumptious,Restaurant/Cafe/Canteen,1,682712,50.353317,-4.453381,CP14_000416,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,PL13 1BW,9/7/2016,5,0,5,0,11/2/2016
,,,,Truly Scrumptious - Home Caterer,Other catering premises,7841,682713,,,CP14_000418,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,5/20/2014,5,5,0,0,11/2/2016
,,,,Truly Scrumptious - Home Caterer,Other catering premises,7841,585200,,,CP13_000811,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,,9/3/2013,5,5,5,5,11/2/2016
Penwith College,St Clare Street,Penzance,Cornwall,Truro & Penwith College / Zennor Kitchen,School/college/university,7845,402612,50.124146,-5.543113,W1_10_10529_COM,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR18 2SA,4/14/2016,5,,,,11/2/2016
1 - 2 Oak Way,Truro,Cornwall,,Truro Bowl,Restaurant/Cafe/Canteen,1,441048,50.266085,-5.053585,C1_PI_000019724,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 1DW,6/25/2015,4,10,5,5,11/2/2016
14 St Marys Street,Truro,Cornwall,,Truro Cathedral Restaurant,Restaurant/Cafe/Canteen,1,455191,50.263773,-5.04983,CP11_000149,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2AF,7/16/2015,4,5,5,10,11/2/2016
TCFC Commercial Ltd,Truro City AFC Football Ground,Treyew Road,Truro,Truro City F C,Pub/bar/nightclub,7843,615735,50.258562,-5.065634,C1_PI_000023413,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR1 2TH,7/17/2015,5,5,5,5,11/2/2016
Tregye,Tregye Road,Carnon Downs,Truro,Truro College Catering,School/college/university,7845,493775,50.221792,-5.078389,C1_PI_000027152,705,publicprotection@cornwall.gov.uk,Cornwall,http://www.cornwall.gov.uk,FALSE,TR3 6JH,4/22/2016,5,0,5,5,11/2/2016
